occupation,preffered_label,esco_code
bicycle trailer maker,bicycle assembler,8219.2
mountain bike assembler,bicycle assembler,8219.2
pedal cycle maker,bicycle assembler,8219.2
road bike assembler,bicycle assembler,8219.2
bicycle assembler,bicycle assembler,8219.2
road bike maker,bicycle assembler,8219.2
children's bicycle maker,bicycle assembler,8219.2
racing bike assembler,bicycle assembler,8219.2
bike maker,bicycle assembler,8219.2
racing bike maker,bicycle assembler,8219.2
cycle maker,bicycle assembler,8219.2
fireworks assembler,firework assembler,8219.3
firework assembler,firework assembler,8219.3
firework assembly worker,firework assembler,8219.3
fireworks maker,firework assembler,8219.3
firework maker,firework assembler,8219.3
signal flare assembler,firework assembler,8219.3
pyrotechnics assembler,firework assembler,8219.3
furniture assembly worker,furniture assembler,8219.4
wooden furniture assembler,furniture assembler,8219.4
furniture assembler,furniture assembler,8219.4
furniture assembly technician,furniture assembler,8219.4
furniture assembly operative,furniture assembler,8219.4
furniture hand assembler,furniture assembler,8219.4
assembler of jewellery,jewellery assembler,8219.5
jewelry repairer,jewellery assembler,8219.5
bracelet assembler,jewellery assembler,8219.5
chain assembler,jewellery assembler,8219.5
jewelry craftswoman,jewellery assembler,8219.5
assembler of jewelry,jewellery assembler,8219.5
jewelry bench worker,jewellery assembler,8219.5
jewellery craftsperson,jewellery assembler,8219.5
jewelry assembler,jewellery assembler,8219.5
jewelry craftsman,jewellery assembler,8219.5
jewellery assembler,jewellery assembler,8219.5
jewelry craftsperson,jewellery assembler,8219.5
jewellery craftswoman,jewellery assembler,8219.5
brooch assembler,jewellery assembler,8219.5
assembler jewellery,jewellery assembler,8219.5
earring assembler,jewellery assembler,8219.5
jewellery bench worker,jewellery assembler,8219.5
jewellery craftsman,jewellery assembler,8219.5
necklace assembler,jewellery assembler,8219.5
assembler jewelry,jewellery assembler,8219.5
medical instrument assembly worker,medical device assembler,8219.6
medical device assembler,medical device assembler,8219.6
medical appliance assembly technician,medical device assembler,8219.6
medical furniture  maker,medical device assembler,8219.6
medical instrument assembly technician,medical device assembler,8219.6
medical instrument maker,medical device assembler,8219.6
medical device production operative,medical device assembler,8219.6
medical appliance assembly worker,medical device assembler,8219.6
medical furniture assembler,medical device assembler,8219.6
medical device assembly technician,medical device assembler,8219.6
medical furniture assembly technician,medical device assembler,8219.6
medical appliance assembler,medical device assembler,8219.6
assembler of medical devices,medical device assembler,8219.6
medical device fabricator,medical device assembler,8219.6
medical instrument assembler,medical device assembler,8219.6
medical instrument fabricator,medical device assembler,8219.6
medical device maker,medical device assembler,8219.6
medical device production operator,medical device assembler,8219.6
medical furniture  assembly worker,medical device assembler,8219.6
medical device constructor,medical device assembler,8219.6
medical device assembly worker,medical device assembler,8219.6
medical device production worker,medical device assembler,8219.6
assembler of medical appliances,medical device assembler,8219.6
medical appliance maker,medical device assembler,8219.6
metal furniture finisher,metal furniture machine operator,8219.7
metal furniture machine operator,metal furniture machine operator,8219.7
metal furniture assembly worker,metal furniture machine operator,8219.7
metal furniture machine operative,metal furniture machine operator,8219.7
metal furniture assembler,metal furniture machine operator,8219.7
metal furniture assembly craftsman,metal furniture machine operator,8219.7
metal furniture machine setter,metal furniture machine operator,8219.7
metal furniture assembly operative,metal furniture machine operator,8219.7
metal furniture maker,metal furniture machine operator,8219.7
metal furniture machine worker,metal furniture machine operator,8219.7
metal furniture machine tender,metal furniture machine operator,8219.7
fabrication assembler,metal products assembler,8219.8
production worker,metal products assembler,8219.8
structural fabrication operator,metal products assembler,8219.8
fabricator assembly operator,metal products assembler,8219.8
light assembly worker,metal products assembler,8219.8
fabrication assembler metal products,metal products assembler,8219.8
metal fabricating operative,metal products assembler,8219.8
metal fabrication apprentice,metal products assembler,8219.8
metal product assembler and fabricator,metal products assembler,8219.8
assembler,metal products assembler,8219.8
fabricator assembler,metal products assembler,8219.8
light assembly operative,metal products assembler,8219.8
product assembler,metal products assembler,8219.8
metal product assembler,metal products assembler,8219.8
production line worker,metal products assembler,8219.8
assembly technician,metal products assembler,8219.8
metal products assembler,metal products assembler,8219.8
fabrication operator,metal products assembler,8219.8
fabricator assembly operative,metal products assembler,8219.8
structural fabricator,metal products assembler,8219.8
fabrication apprentice,metal products assembler,8219.8
fabrication assistant,metal products assembler,8219.8
fabricator assembler metal products,metal products assembler,8219.8
metal product fabricator,metal products assembler,8219.8
plastics assembler,plastic products assembler,8219.9
plastics process operator,plastic products assembler,8219.9
plastics production worker,plastic products assembler,8219.9
plastic products trimmer,plastic products assembler,8219.9
assembler plastic products,plastic products assembler,8219.9
plastic products finisher,plastic products assembler,8219.9
plastic products assembly operative,plastic products assembler,8219.9
plastic products cutter,plastic products assembler,8219.9
plastic products assembly worker,plastic products assembler,8219.9
plastics products fabricator,plastic products assembler,8219.9
plastic products trimmer/assembler,plastic products assembler,8219.9
plastic products assembly operator,plastic products assembler,8219.9
plastic products production operative,plastic products assembler,8219.9
assembler of plastic parts,plastic products assembler,8219.9
plastic products cutter/assembler,plastic products assembler,8219.9
plastic products production worker,plastic products assembler,8219.9
plastic products assembler,plastic products assembler,8219.9
plastics process operative,plastic products assembler,8219.9
plastics process worker,plastic products assembler,8219.9
assembler of plastic products,plastic products assembler,8219.9
plastic parts assembler,plastic products assembler,8219.9
train operator,train driver,8311.1
engine driver,train driver,8311.1
passenger train driver,train driver,8311.1
locomotive engineer,train driver,8311.1
metro driver,train driver,8311.1
passenger engine driver,train driver,8311.1
train driver,train driver,8311.1
driver of trains,train driver,8311.1
level crossing signalwoman,level crossing signalperson,8312.1
level crossing signaller,level crossing signalperson,8312.1
level crossing signalman,level crossing signalperson,8312.1
level crossing attendant,level crossing signalperson,8312.1
level crossing signalperson,level crossing signalperson,8312.1
rail switchmen,rail switchperson,8312.2
rail switchwoman,rail switchperson,8312.2
railway switchwoman,rail switchperson,8312.2
railway pointswoman,rail switchperson,8312.2
railway pointsman,rail switchperson,8312.2
rail pointswoman,rail switchperson,8312.2
rail switchwomen,rail switchperson,8312.2
rail switchman,rail switchperson,8312.2
rail pointsman,rail switchperson,8312.2
rail switchperson,rail switchperson,8312.2
railway switchman,rail switchperson,8312.2
foreman/forewoman shunter,shunter,8312.3
foreman shunter/forewoman shunter,shunter,8312.3
shunting foreman,shunter,8312.3
shunting attendant,shunter,8312.3
rail shunter,shunter,8312.3
shunter attendant,shunter,8312.3
switcher,shunter,8312.3
operator shunter,shunter,8312.3
shunter,shunter,8312.3
forewoman shunter,shunter,8312.3
shunting supervisor,shunter,8312.3
shunter assistant,shunter,8312.3
foreman shunter,shunter,8312.3
shunter driver,shunter,8312.3
shunting forewoman,shunter,8312.3
shunting assistant,shunter,8312.3
platform assistant,train dispatcher,8312.4
platform dispatch assistant,train dispatcher,8312.4
train dispatch controller,train dispatcher,8312.4
engine dispatcher,train dispatcher,8312.4
train dispatcher,train dispatcher,8312.4
railway dispatcher,train dispatcher,8312.4
rail setter,train preparer,8312.5
brake coupler,train preparer,8312.5
track foreman,train preparer,8312.5
track repairer,train preparer,8312.5
railway brake technician,train preparer,8312.5
railway track maintainer,train preparer,8312.5
track service person,train preparer,8312.5
rail signal maintainer,train preparer,8312.5
track oiler,train preparer,8312.5
track signal repairer,train preparer,8312.5
track worker,train preparer,8312.5
switch tender,train preparer,8312.5
railway bender,train preparer,8312.5
signalman,train preparer,8312.5
track grinder,train preparer,8312.5
